Region,Year,Month,Day,Thermal Generation Actual (in MU),Hydro Generation Actual (in MU)
Southern,2019,12,26,635.02,59.11
Eastern,2019,12,26,485.39,25.63
NorthEastern,2019,12,26,35.44,14.6
Northern,2019,12,27,685.97,104.8
Western,2019,12,27,1289.27,33.35
Southern,2019,12,27,635.02,59.11
Eastern,2019,12,27,490.97,25.63
NorthEastern,2019,12,27,35.44,14.6
Northern,2019,12,28,685.97,104.8
Western,2019,12,28,1290.1,33.35
Southern,2019,12,28,635.02,59.11
Eastern,2019,12,28,490.97,25.63
NorthEastern,2019,12,28,35.44,14.6
Northern,2019,12,29,685.97,104.8
Western,2019,12,29,1290.1,33.35
Southern,2019,12,29,635.02,59.11
Eastern,2019,12,29,490.97,25.63
NorthEastern,2019,12,29,35.44,14.6
Northern,2019,12,30,685.97,104.8
Western,2019,12,30,1290.1,33.35
Southern,2019,12,30,635.02,59.11
Eastern,2019,12,30,490.97,25.63
NorthEastern,2019,12,30,35.44,14.6
Northern,2019,12,31,703.04,104.8
Western,2019,12,31,1302.1,33.35
Southern,2019,12,31,635.02,59.11
Eastern,2019,12,31,490.97,25.63
NorthEastern,2019,12,31,35.44,14.6
Northern,2020,1,1,671.49,95.94
Western,2020,1,1,1296.04,30.71
Southern,2020,1,1,632.65,63.94
Eastern,2020,1,1,484.74,23.17
NorthEastern,2020,1,1,34.74,11.06
Northern,2020,1,2,671.53,95.94
Western,2020,1,2,1296.04,30.71
Southern,2020,1,2,632.65,63.94
Eastern,2020,1,2,484.74,23.17
NorthEastern,2020,1,2,34.74,11.06
Northern,2020,1,3,671.86,95.94
Western,2020,1,3,1296.04,30.71
Southern,2020,1,3,632.65,63.94
Eastern,2020,1,3,484.74,23.17
NorthEastern,2020,1,3,34.74,11.06
Northern,2020,1,4,671.86,95.94
Western,2020,1,4,1288.18,30.71
Southern,2020,1,4,635.97,63.94
Eastern,2020,1,4,484.74,23.17
NorthEastern,2020,1,4,34.74,11.06
Northern,2020,1,5,671.86,95.94
Western,2020,1,5,1295.29,30.71
Southern,2020,1,5,635.97,63.94
Eastern,2020,1,5,510.11,23.17
NorthEastern,2020,1,5,34.74,11.06
Northern,2020,1,6,671.86,95.94
Western,2020,1,6,1289.73,30.71
Southern,2020,1,6,635.97,63.94
Eastern,2020,1,6,510.11,23.17
NorthEastern,2020,1,6,34.74,11.06
Northern,2020,1,7,671.86,95.94
Western,2020,1,7,1289.73,30.71
Southern,2020,1,7,635.97,63.94
Eastern,2020,1,7,510.11,23.17
NorthEastern,2020,1,7,34.74,11.06
Northern,2020,1,8,674.4,95.94
Western,2020,1,8,1289.73,30.71
Southern,2020,1,8,635.97,63.94
Eastern,2020,1,8,510.11,23.17
NorthEastern,2020,1,8,34.74,11.06
Northern,2020,1,9,674.4,95.94
Western,2020,1,9,1289.73,30.71
Southern,2020,1,9,639.88,63.94
Eastern,2020,1,9,510.11,23.17
NorthEastern,2020,1,9,34.74,11.06
Northern,2020,1,10,674.4,95.94
Western,2020,1,10,1288.69,30.71
Southern,2020,1,10,639.88,63.94
Eastern,2020,1,10,510.11,23.17
NorthEastern,2020,1,10,34.74,11.06
Northern,2020,1,11,674.4,95.94
Western,2020,1,11,1288.69,30.71
Southern,2020,1,11,639.88,63.94
Eastern,2020,1,11,510.11,23.17
NorthEastern,2020,1,11,34.74,11.06
Northern,2020,1,12,674.4,95.94
Western,2020,1,12,1288.98,30.71
Southern,2020,1,12,639.88,63.94
Eastern,2020,1,12,510.11,23.17
NorthEastern,2020,1,12,34.74,11.06
Northern,2020,1,13,674.4,95.94
Western,2020,1,13,1288.98,30.71
Southern,2020,1,13,639.88,63.94
Eastern,2020,1,13,510.11,23.17
NorthEastern,2020,1,13,34.74,11.06
Northern,2020,1,14,671.55,95.94
Western,2020,1,14,1296.84,30.71
Southern,2020,1,14,639.88,63.94
Eastern,2020,1,14,510.11,23.17
NorthEastern,2020,1,14,34.74,11.06
Northern,2020,1,15,669.41,95.94
Western,2020,1,15,1296.75,30.71
Southern,2020,1,15,639.88,63.94
Eastern,2020,1,15,495.68,23.17
NorthEastern,2020,1,15,34.74,11.06
Northern,2020,1,16,669.41,95.94
Western,2020,1,16,1307.5,30.71
Southern,2020,1,16,639.88,63.94
Eastern,2020,1,16,489.52,23.17
NorthEastern,2020,1,16,34.74,11.06
Northern,2020,1,17,669.41,95.94
Western,2020,1,17,1308.54,30.71
Southern,2020,1,17,639.88,63.94
Eastern,2020,1,17,489.26,23.17
NorthEastern,2020,1,17,34.74,11.06
Northern,2020,1,18,669.41,95.94
Western,2020,1,18,1308.54,30.71
Southern,2020,1,18,639.88,63.94
Eastern,2020,1,18,489.26,23.17
NorthEastern,2020,1,18,34.74,11.06
Northern,2020,1,19,679.46,95.94
Western,2020,1,19,1308.54,30.71
Southern,2020,1,19,639.88,63.94
Eastern,2020,1,19,489.26,23.17
NorthEastern,2020,1,19,34.74,11.06
Northern,2020,1,20,675.41,95.94
Western,2020,1,20,1308.54,30.71
Southern,2020,1,20,639.88,63.94
Eastern,2020,1,20,489.26,23.17
NorthEastern,2020,1,20,34.74,11.06
Northern,2020,1,21,676.13,95.94
Western,2020,1,21,1309.45,30.71
Southern,2020,1,21,638.13,63.94
Eastern,2020,1,21,489.52,23.17
NorthEastern,2020,1,21,34.74,11.06
Northern,2020,1,22,689.53,95.94
Western,2020,1,22,1311.95,30.71
Southern,2020,1,22,638.13,63.94
Eastern,2020,1,22,489.52,23.17
NorthEastern,2020,1,22,34.74,11.06
Northern,2020,1,23,689.53,95.94
Western,2020,1,23,1307.77,30.71
Southern,2020,1,23,638.13,63.94
Eastern,2020,1,23,489.52,23.17
NorthEastern,2020,1,23,34.74,11.06
Northern,2020,1,24,689.53,95.94
Western,2020,1,24,1307.77,30.71
Southern,2020,1,24,638.13,63.94
Eastern,2020,1,24,489.52,23.17
NorthEastern,2020,1,24,34.74,11.06
Northern,2020,1,25,689.53,95.94
Western,2020,1,25,1304.39,30.71
Southern,2020,1,25,638.13,63.94
Eastern,2020,1,25,489.52,23.17
NorthEastern,2020,1,25,34.74,11.06
Northern,2020,1,26,692.36,95.94
Western,2020,1,26,1308.69,30.71
Southern,2020,1,26,638.13,63.94
Eastern,2020,1,26,489.52,23.17
NorthEastern,2020,1,26,34.74,11.06
Northern,2020,1,27,692.36,95.94
Western,2020,1,27,1308.69,30.71
Southern,2020,1,27,638.13,63.94
Eastern,2020,1,27,489.52,23.17
NorthEastern,2020,1,27,34.74,11.06
Northern,2020,1,28,692.36,95.94
Western,2020,1,28,1308.69,30.71
Southern,2020,1,28,638.13,63.94
Eastern,2020,1,28,489.52,23.17
NorthEastern,2020,1,28,34.74,11.06
Northern,2020,1,29,702.03,95.94
Western,2020,1,29,1308.69,30.71
Southern,2020,1,29,638.13,63.94
Eastern,2020,1,29,489.52,23.17
NorthEastern,2020,1,29,34.74,11.06
Northern,2020,1,30,699.48,95.94
Western,2020,1,30,1311.69,30.71
Southern,2020,1,30,638.13,63.94
Eastern,2020,1,30,489.52,23.17
NorthEastern,2020,1,30,34.74,11.06
Northern,2020,1,31,715.48,95.94
Western,2020,1,31,1311.69,30.71
Southern,2020,1,31,638.13,63.94
Eastern,2020,1,31,489.52,23.17
NorthEastern,2020,1,31,34.74,11.06
Northern,2020,2,1,696.52,101.72
Western,2020,2,1,1277.71,31.96
Southern,2020,2,1,632.93,71.22
Eastern,2020,2,1,486.69,24.51
NorthEastern,2020,2,1,35.55,9.27
Northern,2020,2,2,696.52,101.72
Western,2020,2,2,1277.71,31.96
Southern,2020,2,2,632.93,71.22
Eastern,2020,2,2,486.69,24.51
NorthEastern,2020,2,2,35.55,9.27
Northern,2020,2,3,696.52,101.72
Western,2020,2,3,1288.78,31.96
Southern,2020,2,3,632.93,71.22
Eastern,2020,2,3,486.69,24.51
NorthEastern,2020,2,3,35.55,9.27
Northern,2020,2,4,686.27,101.72
Western,2020,2,4,1287.08,31.96
Southern,2020,2,4,632.93,71.22
Eastern,2020,2,4,493.54,24.51
NorthEastern,2020,2,4,35.55,9.27
Northern,2020,2,5,684.31,101.72
Western,2020,2,5,1278.79,31.96
Southern,2020,2,5,632.93,71.22
Eastern,2020,2,5,493.54,24.51
NorthEastern,2020,2,5,35.55,9.27
Northern,2020,2,6,684.31,101.72
Western,2020,2,6,1278.79,31.96
Southern,2020,2,6,632.93,71.22
Eastern,2020,2,6,493.54,24.51
NorthEastern,2020,2,6,35.55,9.27
Northern,2020,2,7,686.92,101.72
Western,2020,2,7,1278.74,31.96
Southern,2020,2,7,632.93,71.22
Eastern,2020,2,7,493.54,24.51
NorthEastern,2020,2,7,35.55,9.27
Northern,2020,2,8,686.31,101.72
Western,2020,2,8,1278.74,31.96
Southern,2020,2,8,632.93,71.22
Eastern,2020,2,8,497.49,24.51
NorthEastern,2020,2,8,35.55,9.27
Northern,2020,2,9,686.31,101.72
Western,2020,2,9,1278.74,31.96
Southern,2020,2,9,632.93,71.22
Eastern,2020,2,9,497.49,24.51
NorthEastern,2020,2,9,35.55,9.27
Northern,2020,2,10,686.31,101.72
Western,2020,2,10,1278.74,31.96
Southern,2020,2,10,632.93,71.22
Eastern,2020,2,10,497.49,24.51
NorthEastern,2020,2,10,35.55,9.27
Northern,2020,2,11,686.31,101.72
Western,2020,2,11,1278.74,31.96
Southern,2020,2,11,632.93,71.22
Eastern,2020,2,11,497.49,24.51
NorthEastern,2020,2,11,35.55,9.27
Northern,2020,2,12,686.31,101.72
Western,2020,2,12,1278.74,31.96
Southern,2020,2,12,632.93,71.22
Eastern,2020,2,12,497.49,24.51
NorthEastern,2020,2,12,35.55,9.27
Northern,2020,2,13,686.31,101.72
Western,2020,2,13,1278.74,31.96
Southern,2020,2,13,632.93,71.22
Eastern,2020,2,13,497.49,24.51
NorthEastern,2020,2,13,35.55,9.27
Northern,2020,2,14,686.31,101.72
Western,2020,2,14,1278.79,31.96
Southern,2020,2,14,632.93,71.22
Eastern,2020,2,14,497.49,24.51
NorthEastern,2020,2,14,35.55,9.27
Northern,2020,2,15,685.93,101.72
Western,2020,2,15,1272.58,31.96
Southern,2020,2,15,632.93,71.22
Eastern,2020,2,15,497.49,24.51
NorthEastern,2020,2,15,35.05,9.27
Northern,2020,2,16,688.5,101.72
Western,2020,2,16,1276.94,31.96
Southern,2020,2,16,632.93,71.22
Eastern,2020,2,16,498.7,24.51
NorthEastern,2020,2,16,35.05,9.27
Northern,2020,2,17,688.5,101.72
Western,2020,2,17,1276.94,31.96
Southern,2020,2,17,632.93,71.22
Eastern,2020,2,17,498.7,24.51
NorthEastern,2020,2,17,35.05,9.27
Northern,2020,2,18,688.43,101.72
Western,2020,2,18,1278.58,31.96
Southern,2020,2,18,632.93,71.22
Eastern,2020,2,18,498.7,24.51
NorthEastern,2020,2,18,35.05,9.27
Northern,2020,2,19,685.93,101.72
Western,2020,2,19,1278.58,31.96
Southern,2020,2,19,629.32,71.22
Eastern,2020,2,19,498.7,24.51
NorthEastern,2020,2,19,35.05,9.27
Northern,2020,2,20,686.31,101.72
Western,2020,2,20,1276.02,31.96
Southern,2020,2,20,629.32,71.22
Eastern,2020,2,20,508.1,24.51
NorthEastern,2020,2,20,35.05,9.27
Northern,2020,2,21,691.2,101.72
Western,2020,2,21,1282.82,31.96
Southern,2020,2,21,629.32,71.22
Eastern,2020,2,21,508.1,24.51
NorthEastern,2020,2,21,35.05,9.27
Northern,2020,2,22,691.2,101.72
Western,2020,2,22,1286.95,31.96
Southern,2020,2,22,629.32,71.22
Eastern,2020,2,22,503.43,24.51
NorthEastern,2020,2,22,35.05,9.27
Northern,2020,2,23,691.2,101.72
Western,2020,2,23,1286.95,31.96
Southern,2020,2,23,629.32,71.22
Eastern,2020,2,23,503.43,24.51
NorthEastern,2020,2,23,35.05,9.27
Northern,2020,2,24,691.2,101.72
Western,2020,2,24,1286.95,31.96
Southern,2020,2,24,629.32,71.22
Eastern,2020,2,24,503.43,24.51
NorthEastern,2020,2,24,35.05,9.27
Northern,2020,2,25,691.2,101.72
Western,2020,2,25,1286.95,31.96
Southern,2020,2,25,629.32,71.22
Eastern,2020,2,25,503.43,24.51
NorthEastern,2020,2,25,35.05,9.27
Northern,2020,2,26,691.2,101.72
Western,2020,2,26,1287.95,31.96
Southern,2020,2,26,629.32,71.22
Eastern,2020,2,26,503.43,24.51
NorthEastern,2020,2,26,35.05,9.27
Northern,2020,2,27,693.77,101.72
Western,2020,2,27,1287.95,31.96
Southern,2020,2,27,629.32,71.22
Eastern,2020,2,27,503.43,24.51
NorthEastern,2020,2,27,35.05,9.27
Northern,2020,2,28,693.77,101.72
Western,2020,2,28,1287.95,31.96
Southern,2020,2,28,629.32,71.22
Eastern,2020,2,28,503.43,24.51
NorthEastern,2020,2,28,35.05,9.27
Northern,2020,2,29,706.02,101.72
Western,2020,2,29,1307.15,31.96
Southern,2020,2,29,629.32,71.22
Eastern,2020,2,29,503.43,24.51
NorthEastern,2020,2,29,35.05,9.27
Northern,2020,3,1,704.85,124.4
Western,2020,3,1,1330.23,31.53
Southern,2020,3,1,635.36,81.21
Eastern,2020,3,1,505.72,30.34
NorthEastern,2020,3,1,34.28,10.37
Northern,2020,3,2,711.32,124.4
Western,2020,3,2,1327.87,31.53
Southern,2020,3,2,635.36,81.21
Eastern,2020,3,2,505.72,30.34
NorthEastern,2020,3,2,34.28,10.37
Northern,2020,3,3,710.32,124.4
Western,2020,3,3,1327.87,31.53
Southern,2020,3,3,635.36,81.21
Eastern,2020,3,3,505.72,30.34
NorthEastern,2020,3,3,34.28,10.37
Northern,2020,3,4,710.32,124.4
Western,2020,3,4,1327.87,31.53
Southern,2020,3,4,635.36,81.21
Eastern,2020,3,4,505.72,30.34
NorthEastern,2020,3,4,34.28,10.37
Northern,2020,3,5,714.36,124.4
Western,2020,3,5,1327.87,31.53
Southern,2020,3,5,635.36,81.21
Eastern,2020,3,5,505.72,30.34
NorthEastern,2020,3,5,34.28,10.37
Northern,2020,3,6,714.36,124.4
Western,2020,3,6,1327.87,31.53
Southern,2020,3,6,635.36,81.21
Eastern,2020,3,6,505.72,30.34
NorthEastern,2020,3,6,34.28,10.37
Northern,2020,3,7,714.36,124.4
Western,2020,3,7,1331.75,31.53
Southern,2020,3,7,635.36,81.21
Eastern,2020,3,7,505.72,30.34
NorthEastern,2020,3,7,34.28,10.37
Northern,2020,3,8,714.36,124.4
Western,2020,3,8,1337.31,31.53
Southern,2020,3,8,635.36,81.21
Eastern,2020,3,8,505.72,30.34
NorthEastern,2020,3,8,34.28,10.37
Northern,2020,3,9,714.36,124.4
Western,2020,3,9,1337.31,31.53
Southern,2020,3,9,635.36,81.21
Eastern,2020,3,9,505.72,30.34
NorthEastern,2020,3,9,34.28,10.37
Northern,2020,3,10,714.36,124.4
Western,2020,3,10,1337.31,31.53
Southern,2020,3,10,635.36,81.21
Eastern,2020,3,10,505.72,30.34
NorthEastern,2020,3,10,34.28,10.37
Northern,2020,3,11,714.36,124.4
Western,2020,3,11,1326.61,31.53
Southern,2020,3,11,635.36,81.21
Eastern,2020,3,11,495.72,30.34
NorthEastern,2020,3,11,34.28,10.37
Northern,2020,3,12,699.33,124.4
Western,2020,3,12,1326.61,31.53
Southern,2020,3,12,639.01,81.21
Eastern,2020,3,12,495.72,30.34
NorthEastern,2020,3,12,34.28,10.37
Northern,2020,3,13,700.33,124.4
Western,2020,3,13,1326.61,31.53
Southern,2020,3,13,639.01,81.21
Eastern,2020,3,13,495.72,30.34
NorthEastern,2020,3,13,34.28,10.37
Northern,2020,3,14,697.41,124.4
Western,2020,3,14,1326.61,31.53
Southern,2020,3,14,639.01,81.21
Eastern,2020,3,14,495.72,30.34
NorthEastern,2020,3,14,34.28,10.37
Northern,2020,3,15,683.49,124.4
Western,2020,3,15,1326.61,31.53
Southern,2020,3,15,639.01,81.21
Eastern,2020,3,15,495.72,30.34
NorthEastern,2020,3,15,34.28,10.37
Northern,2020,3,16,683.49,124.4
Western,2020,3,16,1326.61,31.53
Southern,2020,3,16,639.01,81.21
Eastern,2020,3,16,498.78,30.34
NorthEastern,2020,3,16,34.28,10.37
Northern,2020,3,17,683.49,124.4
Western,2020,3,17,1326.61,31.53
Southern,2020,3,17,639.01,81.21
Eastern,2020,3,17,498.78,30.34
NorthEastern,2020,3,17,34.28,10.37
Northern,2020,6,1,748.55,302.26
Western,2020,6,1,1370.15,25.69
Southern,2020,6,1,681.68,55.29
Eastern,2020,6,1,564.95,69.56
NorthEastern,2020,6,1,34.53,20.42
Northern,2020,6,2,748.55,302.26
Western,2020,6,2,1370.15,25.69
Southern,2020,6,2,681.68,55.29
Eastern,2020,6,2,564.95,69.56
NorthEastern,2020,6,2,34.53,20.42
Northern,2020,6,3,748.55,302.26
Western,2020,6,3,1370.4,25.69
Southern,2020,6,3,681.68,55.29
Eastern,2020,6,3,564.95,69.56
NorthEastern,2020,6,3,34.53,20.42
Northern,2020,6,4,748.55,302.26
Western,2020,6,4,1370.4,25.69
Southern,2020,6,4,681.68,55.29
Eastern,2020,6,4,564.95,69.56
NorthEastern,2020,6,4,34.53,20.42
Northern,2020,6,5,745.8,302.26
Western,2020,6,5,1381.52,25.69
Southern,2020,6,5,677.11,55.29
Eastern,2020,6,5,555.45,69.56
NorthEastern,2020,6,5,34.8,20.42
Northern,2020,6,6,746.48,302.26
Western,2020,6,6,1388.88,25.69
Southern,2020,6,6,677.11,55.29
Eastern,2020,6,6,555.45,69.56
NorthEastern,2020,6,6,35.08,20.42
Northern,2020,6,7,746.48,302.26
Western,2020,6,7,1388.88,25.69
Southern,2020,6,7,677.11,55.29
Eastern,2020,6,7,555.45,69.56
NorthEastern,2020,6,7,35.08,20.42
Northern,2020,6,8,749.39,302.26
Western,2020,6,8,1388.88,25.69
Southern,2020,6,8,677.11,55.29
Eastern,2020,6,8,555.45,69.56
NorthEastern,2020,6,8,35.08,20.42
Northern,2020,6,9,746.44,302.26
Western,2020,6,9,1388.88,25.69
Southern,2020,6,9,673.7,55.29
Eastern,2020,6,9,555.45,69.56
NorthEastern,2020,6,9,35.08,20.42
Northern,2020,6,10,746.44,302.26
Western,2020,6,10,1371.48,25.69
Southern,2020,6,10,649.26,55.29
Eastern,2020,6,10,553.89,69.56
NorthEastern,2020,6,10,35.08,20.42
Northern,2020,6,11,746.44,302.26
Western,2020,6,11,1371.48,25.69
Southern,2020,6,11,649.26,55.29
Eastern,2020,6,11,550.09,69.56
NorthEastern,2020,6,11,35.08,20.42
Northern,2020,6,12,749.7,302.26
Western,2020,6,12,1371.48,25.69
Southern,2020,6,12,645.99,55.29
Eastern,2020,6,12,550.09,69.56
NorthEastern,2020,6,12,35.08,20.42
Northern,2020,6,13,747.02,302.26
Western,2020,6,13,1371.48,25.69
Southern,2020,6,13,636.07,55.29
Eastern,2020,6,13,550.09,69.56
NorthEastern,2020,6,13,35.08,20.42
Northern,2020,6,14,747.02,302.26
Western,2020,6,14,1371.48,25.69
Southern,2020,6,14,635.24,55.29
Eastern,2020,6,14,548.86,69.56
NorthEastern,2020,6,14,35.08,20.42
Northern,2020,6,15,743.15,302.26
Western,2020,6,15,1368.05,25.69
Southern,2020,6,15,637.12,55.29
Eastern,2020,6,15,548.86,69.56
NorthEastern,2020,6,15,35.08,20.42
Northern,2020,6,16,743.29,302.26
Western,2020,6,16,1368.05,25.69
Southern,2020,6,16,638.72,55.29
Eastern,2020,6,16,548.86,69.56
NorthEastern,2020,6,16,38.88,20.42
Northern,2020,6,17,746.24,302.26
Western,2020,6,17,1379.69,25.69
Southern,2020,6,17,635.28,55.29
Eastern,2020,6,17,547.15,69.56
NorthEastern,2020,6,17,38.88,20.42
Northern,2020,6,18,746.24,302.26
Western,2020,6,18,1379.69,25.69
Southern,2020,6,18,635.28,55.29
Eastern,2020,6,18,547.15,69.56
NorthEastern,2020,6,18,38.88,20.42
Northern,2020,6,19,746.24,302.26
Western,2020,6,19,1379.69,25.69
Southern,2020,6,19,635.28,55.29
Eastern,2020,6,19,547.15,69.56
NorthEastern,2020,6,19,38.88,20.42
Northern,2020,6,20,746.24,302.26
Western,2020,6,20,1345.91,25.69
Southern,2020,6,20,626.54,55.29
Eastern,2020,6,20,547.15,69.56
NorthEastern,2020,6,20,38.88,20.42
Northern,2020,6,21,754.32,302.26
Western,2020,6,21,1345.91,25.69
Southern,2020,6,21,626.54,55.29
Eastern,2020,6,21,550.95,69.56
NorthEastern,2020,6,21,38.88,20.42
Northern,2020,6,22,754.32,302.26
Western,2020,6,22,1345.91,25.69
Southern,2020,6,22,633.28,55.29
Eastern,2020,6,22,550.95,69.56
NorthEastern,2020,6,22,38.61,20.42
Northern,2020,6,23,754.32,302.26
Western,2020,6,23,1345.91,25.69
Southern,2020,6,23,633.28,55.29
Eastern,2020,6,23,550.95,69.56
NorthEastern,2020,6,23,38.61,20.42
Northern,2020,6,24,753.64,302.26
Western,2020,6,24,1345.91,25.69
Southern,2020,6,24,633.28,55.29
Eastern,2020,6,24,550.95,69.56
NorthEastern,2020,6,24,38.61,20.42
Northern,2020,6,25,753.64,302.26
Western,2020,6,25,1333.23,25.69
Southern,2020,6,25,633.28,55.29
Eastern,2020,6,25,561.78,69.56
NorthEastern,2020,6,25,38.61,20.42
Northern,2020,6,26,751.4,302.26
Western,2020,6,26,1337.43,25.69
Southern,2020,6,26,633.28,55.29
Eastern,2020,6,26,561.78,69.56
NorthEastern,2020,6,26,38.88,20.42
Northern,2020,6,27,751.4,302.26
Western,2020,6,27,1337.43,25.69
Southern,2020,6,27,633.28,55.29
Eastern,2020,6,27,561.78,69.56
NorthEastern,2020,6,27,38.88,20.42
Northern,2020,6,28,751.4,302.26
Western,2020,6,28,1337.43,25.69
Southern,2020,6,28,637.85,55.29
Eastern,2020,6,28,561.78,69.56
NorthEastern,2020,6,28,38.88,20.42
Northern,2020,6,29,751.4,302.26
Western,2020,6,29,1337.43,25.69
Southern,2020,6,29,633.49,55.29
Eastern,2020,6,29,561.78,69.56
NorthEastern,2020,6,29,38.88,20.42
Northern,2020,6,30,763.13,302.26
Western,2020,6,30,1344.6,25.69
Southern,2020,6,30,633.49,55.29
Eastern,2020,6,30,572.78,69.56
NorthEastern,2020,6,30,38.88,20.42
Northern,2020,7,1,700.54,327.08
Western,2020,7,1,1180.48,29.75
Southern,2020,7,1,554.71,61.43
Eastern,2020,7,1,495.49,80.0
NorthEastern,2020,7,1,37.4,27.51
Northern,2020,7,2,700.54,327.08
Western,2020,7,2,1182.71,29.75
Southern,2020,7,2,554.71,61.43
Eastern,2020,7,2,495.49,80.0
NorthEastern,2020,7,2,37.4,27.51
Northern,2020,7,3,700.54,327.08
Western,2020,7,3,1182.71,29.75
Southern,2020,7,3,553.71,61.43
Eastern,2020,7,3,495.49,80.0
NorthEastern,2020,7,3,37.4,27.51
Northern,2020,7,4,700.54,327.08
Western,2020,7,4,1182.71,29.75
Southern,2020,7,4,550.58,61.43
Eastern,2020,7,4,495.49,80.0
NorthEastern,2020,7,4,37.4,27.51
Northern,2020,7,5,700.54,327.08
Western,2020,7,5,1179.51,29.75
Southern,2020,7,5,550.58,61.43
Eastern,2020,7,5,504.34,80.0
NorthEastern,2020,7,5,37.4,27.51
Northern,2020,7,6,700.54,327.08
Western,2020,7,6,1169.91,29.75
Southern,2020,7,6,550.58,61.43
Eastern,2020,7,6,505.69,80.0
NorthEastern,2020,7,6,37.55,27.51
Northern,2020,7,7,700.54,327.08
Western,2020,7,7,1163.08,29.75
Southern,2020,7,7,546.65,61.43
Eastern,2020,7,7,502.69,80.0
NorthEastern,2020,7,7,37.55,27.51
Northern,2020,7,8,703.21,327.08
Western,2020,7,8,1154.77,29.75
Southern,2020,7,8,546.65,61.43
Eastern,2020,7,8,502.69,80.0
NorthEastern,2020,7,8,36.98,27.51
Northern,2020,7,9,703.21,327.08
Western,2020,7,9,1153.58,29.75
Southern,2020,7,9,546.65,61.43
Eastern,2020,7,9,502.69,80.0
NorthEastern,2020,7,9,36.65,27.51
Northern,2020,7,10,703.04,327.08
Western,2020,7,10,1126.96,29.75
Southern,2020,7,10,554.97,61.43
Eastern,2020,7,10,502.69,80.0
NorthEastern,2020,7,10,36.65,27.51
Northern,2020,7,11,703.04,327.08
Western,2020,7,11,1141.18,29.75
Southern,2020,7,11,558.9,61.43
Eastern,2020,7,11,506.55,80.0
NorthEastern,2020,7,11,36.65,27.51
Northern,2020,7,12,703.04,327.08
Western,2020,7,12,1141.18,29.75
Southern,2020,7,12,558.9,61.43
Eastern,2020,7,12,505.38,80.0
NorthEastern,2020,7,12,36.65,27.51
Northern,2020,7,13,703.04,327.08
Western,2020,7,13,1141.18,29.75
Southern,2020,7,13,558.9,61.43
Eastern,2020,7,13,505.38,80.0
NorthEastern,2020,7,13,36.65,27.51
Northern,2020,7,14,703.04,327.08
Western,2020,7,14,1150.35,29.75
Southern,2020,7,14,563.62,61.43
Eastern,2020,7,14,507.61,80.0
NorthEastern,2020,7,14,36.65,27.51
Northern,2020,7,15,703.04,327.08
Western,2020,7,15,1150.59,29.75
Southern,2020,7,15,545.33,61.43
Eastern,2020,7,15,507.61,80.0
NorthEastern,2020,7,15,36.27,27.51
Northern,2020,7,16,703.04,327.08
Western,2020,7,16,1151.45,29.75
Southern,2020,7,16,538.78,61.43
Eastern,2020,7,16,507.61,80.0
NorthEastern,2020,7,16,36.27,27.51
Northern,2020,7,17,700.52,327.08
Western,2020,7,17,1151.45,29.75
Southern,2020,7,17,537.54,61.43
Eastern,2020,7,17,507.61,80.0
NorthEastern,2020,7,17,36.27,27.51
Northern,2020,7,18,700.52,327.08
Western,2020,7,18,1140.86,29.75
Southern,2020,7,18,546.61,61.43
Eastern,2020,7,18,507.61,80.0
NorthEastern,2020,7,18,36.27,27.51
Northern,2020,7,19,700.52,327.08
Western,2020,7,19,1142.05,29.75
Southern,2020,7,19,549.74,61.43
Eastern,2020,7,19,507.61,80.0
NorthEastern,2020,7,19,36.27,27.51
Northern,2020,7,20,702.94,327.08
Western,2020,7,20,1151.1,29.75
Southern,2020,7,20,545.53,61.43
Eastern,2020,7,20,503.61,80.0
NorthEastern,2020,7,20,36.27,27.51
Northern,2020,7,21,711.03,327.08
Western,2020,7,21,1162.34,29.75
Southern,2020,7,21,545.53,61.43
Eastern,2020,7,21,503.61,80.0
NorthEastern,2020,7,21,36.27,27.51
Northern,2020,7,22,711.03,327.08
Western,2020,7,22,1162.34,29.75
Southern,2020,7,22,542.77,61.43
Eastern,2020,7,22,503.61,80.0
NorthEastern,2020,7,22,36.65,27.51
Northern,2020,7,23,711.03,327.08
Western,2020,7,23,1162.34,29.75
Southern,2020,7,23,544.01,61.43
Eastern,2020,7,23,503.61,80.0
NorthEastern,2020,7,23,36.65,27.51
Northern,2020,7,24,711.03,327.08
Western,2020,7,24,1162.34,29.75
Southern,2020,7,24,547.68,61.43
Eastern,2020,7,24,503.61,80.0
NorthEastern,2020,7,24,36.65,27.51
Northern,2020,7,25,708.11,327.08
Western,2020,7,25,1160.62,29.75
Southern,2020,7,25,528.59,61.43
Eastern,2020,7,25,493.28,80.0
NorthEastern,2020,7,25,36.65,27.51
Northern,2020,7,26,708.11,327.08
Western,2020,7,26,1172.65,29.75
Southern,2020,7,26,538.6,61.43
Eastern,2020,7,26,493.28,80.0
NorthEastern,2020,7,26,36.65,27.51
Northern,2020,7,27,708.11,327.08
Western,2020,7,27,1186.05,29.75
Southern,2020,7,27,538.6,61.43
Eastern,2020,7,27,493.28,80.0
NorthEastern,2020,7,27,36.65,27.51
Northern,2020,7,28,708.11,327.08
Western,2020,7,28,1182.24,29.75
Southern,2020,7,28,538.6,61.43
Eastern,2020,7,28,496.03,80.0
NorthEastern,2020,7,28,36.65,27.51
Northern,2020,7,29,708.11,327.08
